Year,State,County,HAI,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,On_Track,Months,SIR_2015,Notes
2019,California,Sutter,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",0,0.02,1421,,,,,,12,,
2019,California,Tehama,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,1,0.32,11134,3.12,0.08,17.36,Same,No,12,,¥ See Data Dictionary
2019,California,Trinity,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000022,Trinity Hospital,Critical Access Hospital,Critical Access,0,0.04,2130,,,,,,10,,"Incomplete Reporter, interpret with caution"
2019,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,Kaweah Delta Medical Center,Acute Care Hospital,Major Teaching,10,7.68,110523,1.30,0.66,2.32,Same,No,12,0.69,
2019,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444,"Kaweah Delta Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6582,,,,,,12,,
2019,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,1.08,24347,2.77,0.71,7.55,Same,No,12,0.00,
2019,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001467,Adventist Health Tulare,Acute Care Hospital,"Community, <125 Beds",0,0.10,3524,,,,,,12,,
2019,California,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),170001874,Porterville Developmental Center,Acute Care Hospital,"Community, <125 Beds",0,0.02,763,,,,,,11,,
2019,California,Tuolumne,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001799,Adventist Health Sonora,Acute Care Hospital,"Community, <125 Beds",0,0.46,17133,0.00,0.00,8.06,Same,Yes,12,,¥ See Data Dictionary
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,2,4.93,56361,0.41,0.07,1.34,Same,Yes,12,,
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",4,4.33,75343,0.92,0.29,2.23,Same,No,12,1.41,
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000023,Ojai Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.02,998,,,,,,12,,
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.95,16091,0.00,0.00,3.89,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,"St Johns Regional Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6160,,,,,,12,,
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000035,St Johns Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,2.10,47840,0.95,0.16,3.15,Same,No,12,1.30,
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000039,Ventura County Medical Center,Acute Care Hospital,Major Teaching,0,2.12,39331,0.00,0.00,1.41,Same,Yes,12,0.35,
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000455,Adventist Health Simi Valley,Acute Care Hospital,"Community, 125-250 Beds",1,1.37,31313,0.73,0.04,3.60,Same,No,12,,
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050000553,"Los Robles Hospital & Medical Center, East Campus",Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.22,11732,0.00,0.00,16.54,Same,Yes,12,,¥ See Data Dictionary
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),050001468,Thousand Oaks Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.03,1953,,,,,,12,,
2019,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957,"Ventura County Medical Center, Santa Paula Hospital",Acute Care Hospital,Major Teaching,0,0.13,4541,,,,,,12,,
2019,California,Yolo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000146,Woodland Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.50,12814,1.99,0.05,11.08,Same,No,12,0.00,¥ See Data Dictionary
2019,California,Yolo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000149,Sutter Davis Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.32,15406,0.00,0.00,11.69,Same,Yes,12,0.00,¥ See Data Dictionary
2019,California,Yuba,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000261,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",4,3.65,62458,1.10,0.35,2.65,Same,No,12,,
