Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,On_Track,Months,Notes
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127,Torrance Memorial Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),4,3.400,98020,1.18,0.37,2.84,Same,0.6,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000128,Saint Francis Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),2,5.330,118114,0.38,0.06,1.24,Same,0.99,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,Valley Presbyterian Hospital,Los Angeles,Acute Care Hospital,Community (>250 Beds),3,4.250,66831,0.71,0.18,1.92,Same,1.75,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,"Valley Presbyterian Hospital, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.060,3269,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132,"Citrus Valley Medical Center, QV Campus",Los Angeles,Acute Care Hospital,Community (>250 Beds),2,2.900,59509,0.69,0.12,2.28,Same,,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000132,"Citrus Valley Medical Center, QV Campus, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.070,3798,,,,,,,12,
2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133,Pacifica Hospital of the Valley,Los Angeles,Acute Care Hospital,Community (125-250 Beds),,,,,,,,2.02,,,"Incomplete Reporter, interpret with caution"
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000140,Sherman Oaks Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),4,0.910,22463,4.39,1.20,11.24,Worse,0.51,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000144,"Kindred Hospital, Baldwin Park",Los Angeles,Long-term Acute Care Hospital,LTAC,5,3.260,25819,1.54,0.56,3.40,Same,0.82,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000151,Whittier Hospital Medical Center,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,1.240,35070,0.81,0.04,3.97,Same,1.55,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,Providence Little Company of Mary Medical Center San Pedro,Los Angeles,Acute Care Hospital,Community (>250 Beds),0,0.800,18764,0.00,0.00,4.63,Same,0,Yes,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,"Providence Little Company of Mary Medical Center San Pedro, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.090,4701,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000158,Miracle Mile Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.010,392,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162,Ronald Reagan UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,12,17.010,156313,0.71,0.38,1.20,Same,1.57,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163,USC Kenneth Norris Jr. Cancer Hospital,Los Angeles,Acute Care Hospital,Major Teaching,0,1.400,12287,0.00,0.00,2.14,Same,2.1,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187,USC Verdugo Hills Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),1,0.800,19193,1.25,0.03,6.96,Same,1.27,No,12,¥ See Data Dictionary
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188,West Covina Medical Center,Los Angeles,Acute Care Hospital,Community (<125 Beds),0,0.030,1692,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000191,Adventist Health White Memorial,Los Angeles,Acute Care Hospital,Major Teaching,1,4.650,87998,0.22,0.01,1.06,Same,0.4,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000191,"Adventist Health White Memorial, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.060,3044,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000290,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,Acute Care Hospital,Community (>250 Beds),1,1.370,34184,0.73,0.04,3.59,Same,0.97,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,Keck Hospital of USC,Los Angeles,Acute Care Hospital,Major Teaching,5,6.100,79300,0.82,0.30,1.82,Same,0.46,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,"Keck Hospital of USC, Rehabilitation Unit",Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.110,5575,,,,,,,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001543,"Kaiser Foundation Hospital, Baldwin Park",Los Angeles,Acute Care Hospital,Community (125-250 Beds),0,1.840,49111,0.00,0.00,1.63,Same,0,Yes,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607,"Kindred Hospital, Santa Ana",Orange,Long-term Acute Care Hospital,LTAC,3,1.790,15255,1.68,0.43,4.56,Same,1.06,No,12,
    2017,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709,Earl & Loraine Miller Children's Hospital,Los Angeles,Acute Care Hospital,Pediatric,2,2.000,72230,1.00,0.17,3.30,Same,0,No,12,
